"question_id","area_id","area_of_knowledge","topic_id","topic","sub_topic_id","sub_topic","human_numbering","difficulty_level","question_type","question_text","option_a","option_b","option_c","option_d","correct_answer","explanation","tags","source_label"
"QB_A04_T01_S07_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(7+4\sqrt{3}\)","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","A","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","B","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(7+4\sqrt{3}\)","\(1+4\sqrt{3}\)","C","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","\(7+4\sqrt{3}\)","D","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(7+4\sqrt{3}\)","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","A","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","B","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(7+4\sqrt{3}\)","\(1+4\sqrt{3}\)","C","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Hard","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","\(7+4\sqrt{3}\)","D","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(7+4\sqrt{3}\)","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","A","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","B","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(7+4\sqrt{3}\)","\(1+4\sqrt{3}\)","C","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","\(7+4\sqrt{3}\)","D","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(7+4\sqrt{3}\)","\(3+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","A","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S07_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S07","Binomial expansions","4.1.7","Advanced","MCQ","Expand \((\sqrt{3}+2)^2\).","\(3+4\sqrt{3}\)","\(7+4\sqrt{3}\)","\(7+2\sqrt{3}\)","\(1+4\sqrt{3}\)","B","Use \((a+b)^2=a^2+2ab+b^2\).","numbers;surds;binomial;expansions","approved_hierarchy_v1"
"QB_A04_T01_S08_001","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_002","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_003","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_004","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_005","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_006","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_007","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_008","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_009","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_010","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Medium","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_020","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_021","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_022","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_023","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_024","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Hard","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_025","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_026","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_027","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(1\)","\(\sqrt{5}\)","C","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_028","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(9\)","\(\sqrt{5}\)","\(1\)","D","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_029","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(1\)","\(5\)","\(9\)","\(\sqrt{5}\)","A","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S08_030","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S08","Conjugate binomials with surds","4.1.8","Advanced","MCQ","What is the product of the conjugates \((\sqrt{5}+2)(\sqrt{5}-2)\)?","\(5\)","\(1\)","\(9\)","\(\sqrt{5}\)","B","Use difference of squares: \((a+b)(a-b)=a^2-b^2\).","numbers;surds;conjugate;binomials","approved_hierarchy_v1"
"QB_A04_T01_S09_001","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_002","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_003","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_004","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_005","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_006","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_007","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_008","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_009","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_010","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Medium","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_011","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_012","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_013","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_014","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_015","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_016","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{7}}\).","\(\frac{1}{7}\)","\(\sqrt{7}\)","\(\frac{7}{\sqrt{7}}\)","\(\frac{\sqrt{7}}{7}\)","D","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_017","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{2}}\).","\(\frac{\sqrt{2}}{2}\)","\(\frac{1}{2}\)","\(\sqrt{2}\)","\(\frac{2}{\sqrt{2}}\)","A","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_018","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{3}}\).","\(\frac{1}{3}\)","\(\frac{\sqrt{3}}{3}\)","\(\sqrt{3}\)","\(\frac{3}{\sqrt{3}}\)","B","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
"QB_A04_T01_S09_019","A04","Numbers & Surds","A04_T01","Surds","A04_T01_S09","Rationalising the denominator","4.1.9","Hard","MCQ","Rationalise the denominator of \(\frac{1}{\sqrt{5}}\).","\(\frac{1}{5}\)","\(\sqrt{5}\)","\(\frac{\sqrt{5}}{5}\)","\(\frac{5}{\sqrt{5}}\)","C","Multiply top and bottom by the surd to remove the root from the denominator.","numbers;surds;rationalising;denominator;rationalise","approved_hierarchy_v1"
